Season,gmDate,playLNm,playFNm,teamAbbr,teamConf,East_West,teamDiv,teamLoc,teamRslt,Wins,Game_count,teamDayOff,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt
2017,11/4/16,Johnson,Tyler,MIA,East,0,Southeast,Away,Loss,0,1,3,Tyler Johnson,Bench,30,SG,76,186,5/7/92,16,2,1,3,2,4,10,5,0.5,2,1,0.5,8,4,0.5,2,2,1,0,4,4,TOR,East,Atlantic,Home,Win
2017,11/4/16,Johnson,James,MIA,East,0,Southeast,Away,Loss,0,1,3,James Johnson,Bench,19,PF,81,245,2/20/87,11,2,1,0,1,4,8,4,0.5,5,3,0.6,3,1,0.3333,2,2,1,1,2,3,TOR,East,Atlantic,Home,Win
2017,11/4/16,Richardson,Josh,MIA,East,0,Southeast,Away,Loss,0,1,3,Josh Richardson,Bench,12,SG,78,200,9/15/93,0,0,2,1,0,2,4,0,0,2,0,0,2,0,0,0,0,0,0,1,1,TOR,East,Atlantic,Home,Win
2017,11/4/16,Reed,Willie,MIA,East,0,Southeast,Away,Loss,0,1,3,Willie Reed,Bench,10,PF,81,220,5/16/90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,2,TOR,East,Atlantic,Home,Win
2017,11/4/16,McGruder,Rodney,MIA,East,0,Southeast,Away,Loss,0,1,3,Rodney McGruder,Bench,6,SG,76,205,7/29/91,2,0,0,0,0,0,2,1,0.5,1,1,1,1,0,0,0,0,0,1,1,2,TOR,East,Atlantic,Home,Win
2017,11/4/16,Lowry,Kyle,TOR,East,0,Atlantic,Home,Win,1,1,2,Kyle Lowry,Starter,41,PG,72,175,3/25/86,13,5,5,3,3,3,15,4,0.2667,7,2,0.2857,8,2,0.25,3,3,1,4,4,8,MIA,East,Southeast,Away,Loss
2017,11/4/16,DeRozan,DeMar,TOR,East,0,Atlantic,Home,Win,1,1,2,DeMar DeRozan,Starter,37,SG,79,220,8/7/89,34,4,4,0,0,2,26,14,0.5385,24,14,0.5833,2,0,0,6,6,1,1,3,4,MIA,East,Southeast,Away,Loss
2017,11/4/16,Valančiūnas,Jonas,TOR,East,0,Atlantic,Home,Win,1,1,2,Jonas Valančiūnas,Starter,28,C,84,231,5/6/92,5,0,2,1,2,3,2,1,0.5,2,1,0.5,0,0,0,4,3,0.75,2,9,11,MIA,East,Southeast,Away,Loss
2017,11/4/16,Carroll,DeMarre,TOR,East,0,Atlantic,Home,Win,1,1,2,DeMarre Carroll,Starter,20,SF,80,212,7/27/86,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,MIA,East,Southeast,Away,Loss
2017,11/4/16,Siakam,Pascal,TOR,East,0,Atlantic,Home,Win,1,1,2,Pascal Siakam,Starter,16,SF,82,227,2/4/94,8,0,1,0,0,0,6,4,0.6667,6,4,0.6667,0,0,0,0,0,0,1,2,3,MIA,East,Southeast,Away,Loss
2017,11/4/16,Patterson,Patrick,TOR,East,0,Atlantic,Home,Win,1,1,2,Patrick Patterson,Bench,29,PF,81,235,3/14/89,4,1,1,1,0,0,8,2,0.25,4,2,0.5,4,0,0,0,0,0,1,6,7,MIA,East,Southeast,Away,Loss
2017,11/4/16,Ross,Terrence,TOR,East,0,Atlantic,Home,Win,1,1,2,Terrence Ross,Bench,21,SF,78,190,2/5/91,20,0,0,1,0,3,15,8,0.5333,8,5,0.625,7,3,0.4286,1,1,1,0,4,4,MIA,East,Southeast,Away,Loss
2017,11/4/16,Pöltl,Jakob,TOR,East,0,Atlantic,Home,Win,1,1,2,Jakob Pöltl,Bench,20,C,85,239,10/15/95,4,0,1,1,0,2,4,1,0.25,4,1,0.25,0,0,0,2,2,1,4,2,6,MIA,East,Southeast,Away,Loss
2017,11/4/16,Powell,Norman,TOR,East,0,Atlantic,Home,Win,1,1,2,Norman Powell,Bench,14,SG,76,215,5/25/93,6,1,0,0,0,1,2,2,1,1,1,1,1,1,1,2,1,0.5,0,2,2,MIA,East,Southeast,Away,Loss
2017,11/4/16,Joseph,Cory,TOR,East,0,Atlantic,Home,Win,1,1,2,Cory Joseph,Bench,13,PG,75,185,8/20/91,2,3,1,0,0,1,4,1,0.25,2,1,0.5,2,0,0,0,0,0,0,4,4,MIA,East,Southeast,Away,Loss
2017,11/4/16,Lee,Courtney,NY,East,0,Atlantic,Away,Win,1,1,2,Courtney Lee,Starter,41,SG,77,200,10/3/85,17,4,0,0,0,3,10,8,0.8,9,7,0.7778,1,1,1,0,0,0,0,2,2,CHI,East,Central,Home,Loss
2017,11/4/16,Rose,Derrick,NY,East,0,Atlantic,Away,Win,1,1,2,Derrick Rose,Starter,38,PG,75,190,10/4/88,15,11,3,1,1,2,16,6,0.375,16,6,0.375,0,0,0,3,3,1,0,7,7,CHI,East,Central,Home,Loss
2017,11/4/16,Anthony,Carmelo,NY,East,0,Atlantic,Away,Win,1,1,2,Carmelo Anthony,Starter,36,SF,80,230,5/29/84,25,4,1,0,1,4,22,9,0.4091,16,7,0.4375,6,2,0.3333,5,5,1,3,4,7,CHI,East,Central,Home,Loss
2017,11/4/16,Noah,Joakim,NY,East,0,Atlantic,Away,Win,1,1,2,Joakim Noah,Starter,35,C,83,232,2/25/85,16,4,0,3,0,4,11,7,0.6364,10,7,0.7,1,0,0,2,2,1,3,6,9,CHI,East,Central,Home,Loss
2017,11/4/16,Porziņģis,Kristaps,NY,East,0,Atlantic,Away,Win,1,1,2,Kristaps Porziņģis,Starter,33,PF,85,231,8/2/95,27,1,0,0,0,5,15,10,0.6667,8,6,0.75,7,4,0.5714,5,3,0.6,2,3,5,CHI,East,Central,Home,Loss
2017,11/4/16,Jennings,Brandon,NY,East,0,Atlantic,Away,Win,1,1,2,Brandon Jennings,Bench,23,PG,73,170,9/23/89,6,7,1,0,0,0,4,2,0.5,1,1,1,3,1,0.3333,2,1,0.5,0,5,5,CHI,East,Central,Home,Loss
2017,11/4/16,Holiday,Justin,NY,East,0,Atlantic,Away,Win,1,1,2,Justin Holiday,Bench,14,SG,78,185,4/5/89,4,0,0,0,0,0,2,1,0.5,0,0,0,2,1,0.5,2,1,0.5,0,0,0,CHI,East,Central,Home,Loss
2017,11/4/16,O'Quinn,Kyle,NY,East,0,Atlantic,Away,Win,1,1,2,Kyle O'Quinn,Bench,13,PF,82,224,3/26/90,7,1,0,3,0,0,7,3,0.4286,7,3,0.4286,0,0,0,2,1,0.5,2,1,3,CHI,East,Central,Home,Loss
2017,11/4/16,Ndour,Maurice,NY,East,0,Atlantic,Away,Win,1,1,2,Maurice Ndour,Bench,7,SF,81,200,6/18/92,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,CHI,East,Central,Home,Loss
2017,11/4/16,Vujacic,Sasha,NY,East,0,Atlantic,Away,Win,1,1,2,Sasha Vujacic,Bench,1,SG,79,205,3/8/84,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CHI,East,Central,Home,Loss
2017,11/4/16,Butler,Jimmy,CHI,East,0,Central,Home,Loss,0,1,2,Jimmy Butler,Starter,37,SG,79,220,9/14/89,26,2,2,1,0,0,15,7,0.4667,11,6,0.5455,4,1,0.25,11,11,1,2,3,5,NY,East,Atlantic,Away,Win
2017,11/4/16,Wade,Dwyane,CHI,East,0,Central,Home,Loss,0,1,2,Dwyane Wade,Starter,33,SG,76,212,1/17/82,35,1,3,0,0,3,20,12,0.6,13,7,0.5385,7,5,0.7143,8,6,0.75,2,8,10,NY,East,Atlantic,Away,Win
2017,11/4/16,Gibson,Taj,CHI,East,0,Central,Home,Loss,0,1,2,Taj Gibson,Starter,31,PF,81,225,6/24/85,8,1,1,1,1,3,7,4,0.5714,7,4,0.5714,0,0,0,2,0,0,4,2,6,NY,East,Atlantic,Away,Win
2017,11/4/16,Rondo,Rajon,CHI,East,0,Central,Home,Loss,0,1,2,Rajon Rondo,Starter,30,PG,73,171,2/22/86,4,5,2,1,0,2,10,2,0.2,8,2,0.25,2,0,0,0,0,0,1,4,5,NY,East,Atlantic,Away,Win
2017,11/4/16,Lopez,Robin,CHI,East,0,Central,Home,Loss,0,1,2,Robin Lopez,Starter,29,C,84,255,4/1/88,5,1,1,0,2,2,6,2,0.3333,6,2,0.3333,0,0,0,2,1,0.5,4,2,6,NY,East,Atlantic,Away,Win
2017,11/4/16,McDermott,Douglas,CHI,East,0,Central,Home,Loss,0,1,2,Doug McDermott,Bench,26,SF,80,225,1/3/92,6,1,1,1,0,0,5,3,0.6,4,3,0.75,1,0,0,0,0,0,1,1,2,NY,East,Atlantic,Away,Win
2017,11/4/16,Mirotić,Nikola,CHI,East,0,Central,Home,Loss,0,1,2,Nikola Mirotić,Bench,21,PF,82,236,2/11/91,14,0,2,0,1,2,10,4,0.4,4,2,0.5,6,2,0.3333,4,4,1,0,6,6,NY,East,Atlantic,Away,Win
2017,11/4/16,Canaan,Isaiah,CHI,East,0,Central,Home,Loss,0,1,2,Isaiah Canaan,Bench,14,PG,73,195,5/2/91,4,1,0,0,0,0,5,2,0.4,3,2,0.6667,2,0,0,0,0,0,0,1,1,NY,East,Atlantic,Away,Win
2017,11/4/16,Felício,Cristiano,CHI,East,0,Central,Home,Loss,0,1,2,Cristiano Felício,Bench,9,PF,82,275,7/7/92,2,2,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,NY,East,Atlantic,Away,Win
2017,11/4/16,Grant,Holdyn,CHI,East,0,Central,Home,Loss,0,1,2,Jerian Grant,Bench,6,PG,77,204,10/9/92,0,1,0,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,NY,East,Atlantic,Away,Win
2017,11/4/16,Portis,Bobby,CHI,East,0,Central,Home,Loss,0,1,2,Bobby Portis,Bench,3,PF,83,246,2/10/95,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NY,East,Atlantic,Away,Win
2017,11/4/16,Valentine,Denzel,CHI,East,0,Central,Home,Loss,0,1,2,Denzel Valentine,Bench,0,SG,77,220,11/16/93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,East,Atlantic,Away,Win
2017,11/4/16,Griffin,Blake,LAC,West,1,Pacific,Away,Win,1,1,1,Blake Griffin,Starter,36,PF,82,251,3/16/89,14,2,2,1,0,3,13,5,0.3846,13,5,0.3846,0,0,0,6,4,0.6667,2,8,10,MEM,West,Southwest,Home,Loss
2017,11/4/16,Jordan,DeAndre,LAC,West,1,Pacific,Away,Win,1,1,1,DeAndre Jordan,Starter,36,C,84,255,7/21/88,6,0,3,1,2,4,8,3,0.375,8,3,0.375,0,0,0,0,0,0,6,15,21,MEM,West,Southwest,Home,Loss
2017,11/4/16,Paul,Chris,LAC,West,1,Pacific,Away,Win,1,1,1,Chris Paul,Starter,33,PG,72,175,5/6/85,27,11,1,6,2,4,16,6,0.375,8,5,0.625,8,1,0.125,15,14,0.9333,1,3,4,MEM,West,Southwest,Home,Loss
2017,11/4/16,Redick,Jonathan,LAC,West,1,Pacific,Away,Win,1,1,1,J.J. Redick,Starter,28,SG,76,190,6/24/84,12,0,2,2,0,0,10,4,0.4,6,3,0.5,4,1,0.25,3,3,1,0,1,1,MEM,West,Southwest,Home,Loss
2017,11/4/16,Mbah a Moute,Luc Richard,LAC,West,1,Pacific,Away,Win,1,1,1,Luc Richard Mbah a Moute,Starter,18,PF,80,232,9/9/86,4,0,2,3,1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,1,1,MEM,West,Southwest,Home,Loss
2017,11/4/16,Crawford,Jamal,LAC,West,1,Pacific,Away,Win,1,1,1,Jamal Crawford,Bench,24,SG,78,185,3/20/80,9,2,1,0,0,2,12,3,0.25,9,2,0.2222,3,1,0.3333,2,2,1,0,3,3,MEM,West,Southwest,Home,Loss
2017,11/4/16,Rivers,Austin,LAC,West,1,Pacific,Away,Win,1,1,1,Austin Rivers,Bench,23,PG,76,200,8/1/92,8,0,0,2,0,2,9,2,0.2222,5,1,0.2,4,1,0.25,5,3,0.6,0,3,3,MEM,West,Southwest,Home,Loss
2017,11/4/16,Felton,Raymond,LAC,West,1,Pacific,Away,Win,1,1,1,Raymond Felton,Bench,18,PG,73,205,6/26/84,8,3,0,0,0,2,6,3,0.5,3,1,0.3333,3,2,0.6667,0,0,0,1,1,2,MEM,West,Southwest,Home,Loss
2017,11/4/16,Johnson,Wesley,LAC,West,1,Pacific,Away,Win,1,1,1,Wes Johnson,Bench,12,SF,79,205,7/11/87,2,0,0,2,1,1,3,1,0.3333,2,1,0.5,1,0,0,0,0,0,0,0,0,MEM,West,Southwest,Home,Loss
2017,11/4/16,Speights,Marreese,LAC,West,1,Pacific,Away,Win,1,1,1,Marreese Speights,Bench,12,C,82,255,8/4/87,9,1,0,0,0,4,6,3,0.5,2,1,0.5,4,2,0.5,2,1,0.5,2,1,3,MEM,West,Southwest,Home,Loss
2017,11/4/16,Gasol,Marc,MEM,West,1,Southwest,Home,Loss,0,1,2,Marc Gasol,Starter,37,C,84,280,1/29/85,21,4,2,1,2,2,18,7,0.3889,14,6,0.4286,4,1,0.25,6,6,1,1,8,9,LAC,West,Pacific,Away,Win
2017,11/4/16,Conley,Michael,MEM,West,1,Southwest,Home,Loss,0,1,2,Mike Conley,Starter,37,PG,73,180,10/11/87,30,10,0,1,2,2,20,9,0.45,9,2,0.2222,11,7,0.6364,7,5,0.7143,0,2,2,LAC,West,Pacific,Away,Win
2017,11/4/16,Ennis,James,MEM,West,1,Southwest,Home,Loss,0,1,2,James Ennis,Starter,36,SF,79,210,7/1/90,9,2,2,1,1,4,9,3,0.3333,8,3,0.375,1,0,0,4,3,0.75,7,4,11,LAC,West,Pacific,Away,Win
2017,11/4/16,Allen,Tony,MEM,West,1,Southwest,Home,Loss,0,1,2,Tony Allen,Starter,19,SG,76,213,1/11/82,4,1,1,1,0,3,7,2,0.2857,6,2,0.3333,1,0,0,0,0,0,1,3,4,LAC,West,Pacific,Away,Win
2017,11/4/16,Green,JaMychal,MEM,West,1,Southwest,Home,Loss,0,1,2,JaMychal Green,Starter,17,PF,80,228,6/21/90,2,1,2,0,2,5,3,1,0.3333,2,1,0.5,1,0,0,0,0,0,0,0,0,LAC,West,Pacific,Away,Win
2017,11/4/16,Randolph,Zach,MEM,West,1,Southwest,Home,Loss,0,1,2,Zach Randolph,Bench,28,PF,81,253,7/16/81,15,2,4,0,0,2,11,6,0.5455,10,6,0.6,1,0,0,5,3,0.6,1,8,9,LAC,West,Pacific,Away,Win
2017,11/4/16,Carter,Vincent,MEM,West,1,Southwest,Home,Loss,0,1,2,Vince Carter,Bench,23,SG,78,220,1/26/77,5,3,0,0,1,2,7,2,0.2857,4,1,0.25,3,1,0.3333,0,0,0,1,6,7,LAC,West,Pacific,Away,Win
2017,11/4/16,Baldwin,Wade,MEM,West,1,Southwest,Home,Loss,0,1,2,Wade Baldwin,Bench,14,PG,76,202,3/29/96,2,2,4,0,0,2,5,1,0.2,4,1,0.25,1,0,0,0,0,0,1,1,2,LAC,West,Pacific,Away,Win
2017,11/4/16,Martin,Jarell,MEM,West,1,Southwest,Home,Loss,0,1,2,Jarell Martin,Bench,13,PF,81,239,5/24/94,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,3,4,LAC,West,Pacific,Away,Win
2017,11/4/16,Williams,Troy,MEM,West,1,Southwest,Home,Loss,0,1,2,Troy Williams,Bench,6,SF,79,210,12/30/94,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAC,West,Pacific,Away,Win
2017,11/4/16,Daniels,Troy,MEM,West,1,Southwest,Home,Loss,0,1,2,Troy Daniels,Bench,6,SG,76,200,7/15/91,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,LAC,West,Pacific,Away,Win
2017,11/4/16,Harrison,Andrew,MEM,West,1,Southwest,Home,Loss,0,1,2,Andrew Harrison,Bench,3,PG,78,210,10/28/94,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,LAC,West,Pacific,Away,Win
2017,11/4/16,Davis,Deyonta,MEM,West,1,Southwest,Home,Loss,0,1,2,Deyonta Davis,Bench,0,PF,83,237,12/2/96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAC,West,Pacific,Away,Win
2017,11/4/16,Booker,Devin,PHO,West,1,Pacific,Away,Win,1,1,1,Devin Booker,Starter,41,SG,78,206,10/30/96,38,3,6,0,0,6,22,13,0.5909,15,10,0.6667,7,3,0.4286,9,9,1,0,4,4,NO,West,Southwest,Home,Loss
2017,11/4/16,Warren,Anthony,PHO,West,1,Pacific,Away,Win,1,1,1,T.J. Warren,Starter,40,SF,80,215,9/5/93,18,1,0,4,0,0,17,4,0.2353,15,3,0.2,2,1,0.5,11,9,0.8182,3,3,6,NO,West,Southwest,Home,Loss
2017,11/4/16,Chandler,Tyson,PHO,West,1,Pacific,Away,Win,1,1,1,Tyson Chandler,Starter,36,C,85,240,10/2/82,12,1,0,0,0,2,8,5,0.625,8,5,0.625,0,0,0,2,2,1,3,15,18,NO,West,Southwest,Home,Loss
2017,11/4/16,Bledsoe,Eric,PHO,West,1,Pacific,Away,Win,1,1,1,Eric Bledsoe,Starter,36,PG,73,190,12/9/89,17,4,3,0,0,5,13,7,0.5385,7,5,0.7143,6,2,0.3333,3,1,0.3333,2,5,7,NO,West,Southwest,Home,Loss
2017,11/4/16,Dudley,Jared,PHO,West,1,Pacific,Away,Win,1,1,1,Jared Dudley,Starter,20,SF,79,225,7/10/85,5,2,0,0,0,4,4,2,0.5,1,1,1,3,1,0.3333,0,0,0,0,2,2,NO,West,Southwest,Home,Loss
2017,11/4/16,Tucker,Anthony,PHO,West,1,Pacific,Away,Win,1,1,1,P.J. Tucker,Bench,33,SF,77,225,5/5/85,4,2,0,1,2,3,6,2,0.3333,3,2,0.6667,3,0,0,0,0,0,1,6,7,NO,West,Southwest,Home,Loss
2017,11/4/16,Knight,Brandon,PHO,West,1,Pacific,Away,Win,1,1,1,Brandon Knight,Bench,23,PG,75,189,2/2/91,10,1,2,1,0,1,10,4,0.4,7,3,0.4286,3,1,0.3333,1,1,1,0,1,1,NO,West,Southwest,Home,Loss
2017,11/4/16,Len,Oleksiy,PHO,West,1,Pacific,Away,Win,1,1,1,Alex Len,Bench,15,C,85,255,6/16/93,4,1,1,0,0,3,4,1,0.25,4,1,0.25,0,0,0,2,2,1,3,7,10,NO,West,Southwest,Home,Loss
2017,11/4/16,Barbosa,Leandro,PHO,West,1,Pacific,Away,Win,1,1,1,Leandro Barbosa,Bench,11,SG,75,194,11/28/82,2,2,0,0,0,1,6,1,0.1667,6,1,0.1667,0,0,0,0,0,0,0,1,1,NO,West,Southwest,Home,Loss
2017,11/4/16,Chriss,Marquese,PHO,West,1,Pacific,Away,Win,1,1,1,Marquese Chriss,Bench,10,PF,82,235,7/2/97,2,1,2,1,0,2,3,1,0.3333,3,1,0.3333,0,0,0,0,0,0,0,2,2,NO,West,Southwest,Home,Loss
2017,11/4/16,Davis,Anthony,NO,West,1,Southwest,Home,Loss,0,1,2,Anthony Davis,Starter,43,PF,82,220,3/11/93,22,2,1,1,4,1,11,7,0.6364,10,7,0.7,1,0,0,12,8,0.6667,2,9,11,PHO,West,Pacific,Away,Win
2017,11/4/16,Moore,E'Twaun,NO,West,1,Southwest,Home,Loss,0,1,2,E'Twaun Moore,Starter,36,SG,76,191,2/25/89,16,5,1,2,1,4,15,5,0.3333,12,4,0.3333,3,1,0.3333,6,5,0.8333,0,1,1,PHO,West,Pacific,Away,Win
2017,11/4/16,Hill,Solomon,NO,West,1,Southwest,Home,Loss,0,1,2,Solomon Hill,Starter,30,SF,79,220,3/18/91,7,3,0,1,2,4,5,2,0.4,3,1,0.3333,2,1,0.5,4,2,0.5,1,4,5,PHO,West,Pacific,Away,Win
2017,11/4/16,Jones,Terrence,NO,West,1,Southwest,Home,Loss,0,1,2,Terrence Jones,Starter,28,PF,81,252,1/9/92,19,6,1,1,4,0,14,9,0.6429,11,8,0.7273,3,1,0.3333,4,0,0,2,5,7,PHO,West,Pacific,Away,Win
2017,11/4/16,Frazier,Tim,NO,West,1,Southwest,Home,Loss,0,1,2,Tim Frazier,Starter,25,PG,73,170,11/1/90,13,3,2,1,0,2,8,6,0.75,7,5,0.7143,1,1,1,0,0,0,0,0,0,PHO,West,Pacific,Away,Win
2017,11/4/16,Galloway,Langston,NO,West,1,Southwest,Home,Loss,0,1,2,Langston Galloway,Bench,28,SG,74,202,12/9/91,14,0,1,0,0,2,10,5,0.5,4,1,0.25,6,4,0.6667,0,0,0,0,4,4,PHO,West,Pacific,Away,Win
2017,11/4/16,Stephenson,Lance,NO,West,1,Southwest,Home,Loss,0,1,2,Lance Stephenson,Bench,28,SG,77,210,9/5/90,10,7,1,0,0,3,15,5,0.3333,11,5,0.4545,4,0,0,2,0,0,1,1,2,PHO,West,Pacific,Away,Win
2017,11/4/16,Asik,Omer,NO,West,1,Southwest,Home,Loss,0,1,2,Omer Asik,Bench,25,C,84,255,7/4/86,0,1,1,0,3,4,2,0,0,2,0,0,0,0,0,0,0,0,1,10,11,PHO,West,Pacific,Away,Win
2017,11/4/16,Hield,Chavano,NO,West,1,Southwest,Home,Loss,0,1,2,Buddy Hield,Bench,23,SG,77,212,12/17/93,10,1,0,0,0,1,14,4,0.2857,4,2,0.5,10,2,0.2,0,0,0,1,3,4,PHO,West,Pacific,Away,Win
2017,11/4/16,Lillard,Damian,POR,West,1,Northwest,Away,Win,1,1,1,Damian Lillard,Starter,37,PG,75,195,7/15/90,42,4,1,0,0,4,18,12,0.6667,12,7,0.5833,6,5,0.8333,14,13,0.9286,0,4,4,DAL,West,Southwest,Home,Loss
2017,11/4/16,Plumlee,Mason,POR,West,1,Northwest,Away,Win,1,1,1,Mason Plumlee,Starter,34,PF,82,235,3/5/90,19,4,2,4,1,2,9,7,0.7778,9,7,0.7778,0,0,0,5,5,1,1,3,4,DAL,West,Southwest,Home,Loss
2017,11/4/16,Aminu,Al-Farouq,POR,West,1,Northwest,Away,Win,1,1,1,Al-Farouq Aminu,Starter,33,SF,81,215,9/21/90,12,3,1,1,1,1,13,4,0.3077,5,1,0.2,8,3,0.375,2,1,0.5,3,7,10,DAL,West,Southwest,Home,Loss
2017,11/4/16,Harkless,Maurice,POR,West,1,Northwest,Away,Win,1,1,1,Moe Harkless,Starter,32,SF,81,220,5/11/93,9,3,0,1,0,0,8,4,0.5,5,3,0.6,3,1,0.3333,0,0,0,0,1,1,DAL,West,Southwest,Home,Loss
2017,11/4/16,McCollum,Christian,POR,West,1,Northwest,Away,Win,1,1,1,C.J. McCollum,Starter,23,SG,75,197,9/19/91,9,2,1,0,0,5,11,4,0.3636,6,3,0.5,5,1,0.2,1,0,0,1,4,5,DAL,West,Southwest,Home,Loss
2017,11/4/16,Crabbe,Allen,POR,West,1,Northwest,Away,Win,1,1,1,Allen Crabbe,Bench,33,SG,78,197,4/4/92,4,3,3,3,1,2,9,2,0.2222,4,2,0.5,5,0,0,0,0,0,0,6,6,DAL,West,Southwest,Home,Loss
2017,11/4/16,Turner,Evan,POR,West,1,Northwest,Away,Win,1,1,1,Evan Turner,Bench,25,SG,79,210,10/27/88,5,0,4,0,0,2,8,1,0.125,6,0,0,2,1,0.5,2,2,1,0,7,7,DAL,West,Southwest,Home,Loss
2017,11/4/16,Davis,Edward,POR,West,1,Northwest,Away,Win,1,1,1,Ed Davis,Bench,9,PF,82,215,6/5/89,2,0,1,0,0,2,1,1,1,1,1,1,0,0,0,2,0,0,2,1,3,DAL,West,Southwest,Home,Loss
2017,11/4/16,Napier,Shabazz,POR,West,1,Northwest,Away,Win,1,1,1,Shabazz Napier,Bench,9,PG,73,180,7/14/91,3,2,0,0,0,1,2,1,0.5,0,0,0,2,1,0.5,0,0,0,0,2,2,DAL,West,Southwest,Home,Loss
2017,11/4/16,Leonard,Meyers,POR,West,1,Northwest,Away,Win,1,1,1,Meyers Leonard,Bench,4,PF,85,245,2/27/92,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DAL,West,Southwest,Home,Loss
2017,11/4/16,Williams,Deron,DAL,West,1,Southwest,Home,Loss,0,1,1,Deron Williams,Starter,37,PG,75,210,6/26/84,12,6,2,2,0,1,14,3,0.2143,7,2,0.2857,7,1,0.1429,6,5,0.8333,0,5,5,POR,West,Northwest,Away,Win
2017,11/4/16,Barnes,Harrison,DAL,West,1,Southwest,Home,Loss,0,1,1,Harrison Barnes,Starter,35,SF,80,210,5/30/92,17,0,2,0,0,3,17,8,0.4706,13,7,0.5385,4,1,0.25,0,0,0,2,8,10,POR,West,Northwest,Away,Win
2017,11/4/16,Barea,Jose,DAL,West,1,Southwest,Home,Loss,0,1,1,Jose Barea,Starter,30,PG,72,175,6/26/84,23,6,3,0,0,1,17,7,0.4118,9,2,0.2222,8,5,0.625,4,4,1,0,0,0,POR,West,Northwest,Away,Win
2017,11/4/16,Matthews,Wesley,DAL,West,1,Southwest,Home,Loss,0,1,1,Wesley Matthews,Starter,29,SG,77,220,10/14/86,7,1,3,0,0,5,6,1,0.1667,4,0,0,2,1,0.5,5,4,0.8,0,0,0,POR,West,Northwest,Away,Win
2017,11/4/16,Nowitzki,Dirk,DAL,West,1,Southwest,Home,Loss,0,1,1,Dirk Nowitzki,Starter,16,PF,83,237,6/19/78,5,1,0,0,1,0,6,2,0.3333,6,2,0.3333,0,0,0,1,1,1,0,7,7,POR,West,Northwest,Away,Win
2017,11/4/16,Curry,Seth,DAL,West,1,Southwest,Home,Loss,0,1,1,Seth Curry,Bench,26,SG,73,180,8/23/90,8,1,1,1,0,2,8,3,0.375,3,1,0.3333,5,2,0.4,0,0,0,1,2,3,POR,West,Northwest,Away,Win
2017,11/4/16,Powell,Dwight,DAL,West,1,Southwest,Home,Loss,0,1,1,Dwight Powell,Bench,23,PF,83,240,7/20/91,7,3,0,2,1,2,3,2,0.6667,3,2,0.6667,0,0,0,4,3,0.75,2,6,8,POR,West,Northwest,Away,Win
2017,11/4/16,Anderson,Justin,DAL,West,1,Southwest,Home,Loss,0,1,1,Justin Anderson,Bench,18,SG,78,228,11/19/93,6,0,0,0,1,2,5,3,0.6,4,3,0.75,1,0,0,0,0,0,1,1,2,POR,West,Northwest,Away,Win
2017,11/4/16,Mejri,Salah,DAL,West,1,Southwest,Home,Loss,0,1,1,Salah Mejri,Bench,13,C,85,245,6/15/86,8,0,0,0,0,3,4,4,1,4,4,1,0,0,0,0,0,0,0,6,6,POR,West,Northwest,Away,Win
2017,11/4/16,Acy,Quincy,DAL,West,1,Southwest,Home,Loss,0,1,1,Quincy Acy,Bench,11,SF,79,235,10/6/90,2,0,1,0,0,2,3,1,0.3333,2,1,0.5,1,0,0,0,0,0,1,2,3,POR,West,Northwest,Away,Win
2017,11/4/16,Finney-Smith,Dorian,DAL,West,1,Southwest,Home,Loss,0,1,1,Dorian Finney-Smith,Bench,1,SF,79,212,5/4/93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POR,West,Northwest,Away,Win
2017,11/4/16,Brussino,Nicolas,DAL,West,1,Southwest,Home,Loss,0,1,1,Nicolas Brussino,Bench,1,SF,79,215,3/2/93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POR,West,Northwest,Away,Win
